14100,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,136,8973,14511,62719,41984,22529,367,65499,156
14101,16,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,124,8990,14490,60671,40448,22017,378,65483,168
14102,16,17,16,17,16,17,16,16,15,17,0,0,0,0,0,0,111,8990,14528,61183,40448,22529,394,65483,156
14103,15,16,16,17,16,17,16,16,16,16,0,0,0,0,0,0,139,8994,14481,61439,41216,21249,384,65495,183
14104,15,16,16,16,16,17,17,16,15,16,0,0,0,0,0,0,141,8996,14549,60159,40960,20481,378,65509,169
14105,15,16,16,17,16,17,17,16,15,16,0,0,0,0,0,0,143,8993,14543,62975,41728,21761,360,65493,166
14106,15,16,16,17,16,17,17,16,15,16,0,0,0,0,0,0,187,8958,14488,62207,41984,19969,356,65500,163
14107,13,16,16,19,16,16,16,16,15,16,0,0,0,0,0,0,213,8962,14577,62719,40960,22017,381,65490,154
14108,15,17,16,17,16,16,17,16,15,16,0,0,0,0,0,0,188,8942,14525,62207,40448,20993,385,65469,167
14109,15,17,16,17,16,16,17,16,15,16,0,0,0,0,0,0,206,8957,14536,61439,42240,19201,389,65494,159
14110,15,16,16,17,16,16,17,16,15,16,0,0,0,0,0,0,209,8979,14503,62207,41472,21505,385,65495,165
14111,15,17,16,17,16,16,17,16,15,16,0,0,0,0,0,0,147,8985,14464,60159,41984,22529,369,65487,166
14112,16,16,16,17,15,17,16,16,15,16,0,0,0,0,0,0,122,8965,14494,63231,40960,19969,372,65496,166
14113,15,16,16,17,16,16,16,15,15,16,0,0,0,0,0,0,132,8979,14525,62207,38912,20481,365,65488,160
14114,15,16,16,17,16,16,16,15,15,16,0,0,0,0,0,0,207,8995,14545,62975,39680,20225,349,65497,155
14115,15,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,151,8957,14486,60159,40960,19457,360,65496,166
14116,15,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,176,8928,14498,62975,40704,21761,373,65487,160
14117,16,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,184,8926,14536,60671,42496,21505,378,65498,157
14118,16,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,162,8921,14518,60415,41216,20737,407,65500,163
14119,16,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,170,8951,14572,62719,40960,20481,419,65486,155
14120,16,17,16,17,16,17,16,16,15,16,0,0,0,0,0,0,152,8968,14532,60927,40192,22273,421,65483,167
14121,14,17,16,17,16,16,16,16,16,16,0,0,0,0,0,0,128,8991,14472,62463,41728,20737,392,65485,148
14122,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,132,9014,14489,61183,41984,21505,380,65489,168
14123,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,147,9006,14515,60927,41728,19713,363,65487,172
14124,15,16,16,17,16,17,17,16,15,16,0,0,0,0,0,0,132,8979,14524,62207,41984,23041,348,65497,165
14125,15,16,16,17,16,17,16,15,16,16,0,0,0,0,0,0,184,8973,14547,62975,41216,21761,338,65499,173
14126,15,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,167,8944,14556,63743,42496,20481,334,65487,162
14127,15,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,181,8932,14546,63231,39424,20481,363,65497,153
14128,16,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,188,8937,14481,62719,40960,22017,377,65500,155
14129,16,17,16,17,16,16,16,16,15,16,0,0,0,0,0,0,180,8947,14550,61951,39168,24321,381,65495,157
14130,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,145,8953,14498,62207,41984,19969,403,65475,159
14131,16,16,16,17,16,17,16,16,16,16,0,0,0,0,0,0,119,8977,14518,62719,39936,19457,396,65475,168
14132,15,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,162,8973,14478,63231,38400,21505,396,65483,152
14133,13,16,16,18,16,16,17,16,16,16,0,0,0,0,0,0,144,8993,14498,61183,41472,22017,397,65495,150
14134,13,16,16,18,16,16,17,16,16,16,0,0,0,0,0,0,143,8966,14488,62207,40960,22529,386,65494,147
14135,14,16,17,16,16,16,17,16,15,16,0,0,0,0,0,0,137,8947,14505,59135,39424,22529,393,65499,146
14136,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,154,8981,14573,62463,40704,21761,382,65493,151
14137,16,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,167,8989,14510,62719,40960,19457,359,65506,160
14138,15,16,16,16,16,16,17,16,15,16,0,0,0,0,0,0,212,8940,14548,61439,38656,19201,352,65490,159
14139,16,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,198,8939,14502,61439,40192,21761,352,65495,156
14140,15,16,17,17,16,16,16,16,15,16,0,0,0,0,0,0,212,8961,14489,61183,39936,20481,358,65484,165
14141,15,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,201,8945,14536,60671,39936,21505,381,65489,157
14142,16,16,16,17,16,18,17,16,15,16,0,0,0,0,0,0,186,8953,14535,61439,40192,22273,382,65480,160
14143,15,16,17,17,16,17,16,16,15,16,0,0,0,0,0,0,178,8936,14527,60415,41216,20737,371,65485,163
14144,15,16,16,17,17,17,16,16,15,16,0,0,0,0,0,0,162,8965,14547,61951,40192,21249,393,65492,168
14145,15,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,140,8956,14514,62463,40192,22273,394,65486,170
14146,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,141,8973,14535,62719,40448,22017,382,65485,162
14147,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,149,8988,14480,62463,40704,21249,374,65491,173
14148,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,127,8958,14466,62975,39680,22785,375,65486,159
14149,15,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,133,8935,14485,62719,40448,21505,372,65487,159
14150,16,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,134,8965,14504,61695,41984,19457,366,65495,171
14151,16,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,163,8939,14575,61951,41216,21761,378,65490,163
14152,15,16,17,17,16,16,16,16,16,16,0,0,0,0,0,0,123,8951,14516,62207,43008,21505,382,65497,155
14153,15,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,161,8934,14572,60671,40960,24065,392,65485,157
14154,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,152,8979,14502,62719,41472,19457,384,65492,171
14155,17,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,169,8985,14474,63487,40192,21249,390,65490,162
14156,15,16,17,17,16,16,17,16,16,16,0,0,0,0,0,0,167,9016,14523,63231,42496,21505,367,65497,155
14157,15,17,16,17,16,16,16,16,16,16,0,0,0,0,0,0,187,8964,14553,59391,40704,22273,349,65487,152
14158,16,16,16,17,16,17,17,16,16,16,0,0,0,0,0,0,144,8992,14552,59647,40960,19969,350,65502,154
14159,15,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,182,8963,14447,62463,41216,20225,349,65498,170
14160,16,16,17,17,16,17,16,16,15,16,0,0,0,0,0,0,151,8940,14553,60927,40192,21249,358,65491,161
14161,15,17,16,17,16,17,16,16,15,16,0,0,0,0,0,0,119,8935,14483,60927,42240,23809,362,65487,158
14162,16,16,17,17,16,17,16,16,15,16,0,0,0,0,0,0,140,8959,14481,60671,40448,22017,397,65495,164
14163,15,18,16,16,16,17,16,15,15,16,0,0,0,0,0,0,169,8949,14523,63999,41216,23809,400,65503,146
14164,13,16,16,17,16,17,16,15,15,16,0,0,0,0,0,0,166,8942,14488,61183,41984,22017,397,65488,150
14165,15,16,16,17,16,17,16,15,15,16,0,0,0,0,0,0,129,8980,14487,60927,42240,21761,397,65486,149
14166,15,17,16,17,16,17,17,16,16,16,0,0,0,0,0,0,141,8979,14523,61695,41984,20993,406,65490,154
14167,15,16,16,17,16,16,17,16,16,17,0,0,0,0,0,0,146,8968,14470,60927,39168,20737,407,65489,163
14168,15,16,16,17,16,16,17,16,16,17,0,0,0,0,0,0,174,9018,14554,61183,40960,19969,387,65487,166
14169,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,167,9014,14534,61695,39936,22529,365,65479,162
14170,14,16,16,17,16,17,16,16,16,16,0,0,0,0,0,0,173,9000,14526,60415,41728,19713,345,65489,172
14171,15,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,176,8985,14524,61439,40704,21761,341,65508,166
14172,15,17,17,17,16,17,16,16,15,16,0,0,0,0,0,0,157,8961,14507,62719,43008,20481,348,65501,166
14173,16,16,16,17,16,17,16,16,16,16,0,0,0,0,0,0,184,8983,14508,61695,39424,20481,352,65491,166
14174,15,18,16,17,16,17,16,16,16,16,0,0,0,0,0,0,193,8914,14502,60671,39936,19969,338,65498,166
14175,15,18,16,17,16,17,16,16,16,16,0,0,0,0,0,0,157,8920,14503,62463,40192,21249,370,65493,156
14176,15,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,166,8918,14507,61183,39936,19969,390,65495,164
14177,15,16,16,17,16,17,16,16,16,16,0,0,0,0,0,0,154,8961,14532,63743,41472,22529,391,65496,149
14178,15,16,16,17,16,17,16,16,16,16,0,0,0,0,0,0,184,8972,14520,63487,42240,20225,395,65487,168
14179,15,16,16,17,16,17,16,16,16,16,0,0,0,0,0,0,122,8974,14452,62207,40960,22529,393,65488,155
14180,15,17,16,18,16,17,16,16,16,16,0,0,0,0,0,0,124,8965,14501,61695,41984,22017,392,65504,156
14181,16,16,17,17,16,16,16,16,16,16,0,0,0,0,0,0,172,8974,14532,62207,39424,20481,375,65492,163
14182,15,16,16,17,16,18,16,16,15,16,0,0,0,0,0,0,155,8968,14513,62463,39168,20737,368,65492,156
14183,15,16,16,17,16,18,16,16,15,16,0,0,0,0,0,0,155,8946,14472,60671,42496,19969,375,65501,153
14184,15,16,17,17,16,17,16,16,16,16,0,0,0,0,0,0,176,8985,14535,59391,40704,20225,382,65485,154
