6886,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,62028,1110,16455,56064,41728,14593,397,65505,168
6887,15,16,16,17,16,16,16,15,15,16,0,0,0,0,0,0,62037,1121,16485,58624,41728,13569,388,65501,158
6888,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,62077,1111,16458,55296,41472,14337,373,65500,143
6889,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,62066,1139,16465,56320,41472,13313,350,65494,128
6890,15,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,62024,1120,16470,57344,40448,13313,353,65490,136
6891,15,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,62017,1086,16458,58624,40704,11009,355,65481,119
6892,15,16,16,17,16,16,17,15,15,16,0,0,0,0,0,0,62006,1037,16486,54528,41216,15617,350,65482,123
6893,16,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,62008,1068,16449,55296,40448,13825,350,65480,145
6894,15,15,16,17,16,16,16,16,15,16,0,0,0,0,0,0,62055,1052,16485,56576,38656,13057,358,65479,162
6895,14,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,62023,1039,16482,56832,41472,14337,368,65488,183
6896,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,62037,1036,16463,56320,40960,13313,382,65476,181
6897,16,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,62069,1057,16458,56576,42240,11521,403,65480,193
6898,16,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,62065,1081,16461,55040,40192,13569,397,65479,171
6899,15,16,16,17,16,16,16,15,15,16,0,0,0,0,0,0,62038,1053,16426,55040,40704,13569,409,65494,185
6900,15,16,16,17,16,16,16,15,15,16,0,0,0,0,0,0,62060,1088,16455,56832,39936,16385,413,65496,195
6901,15,16,16,17,16,16,16,15,15,16,0,0,0,0,0,0,62018,1127,16499,56832,40448,14337,401,65505,189
6902,15,16,16,17,16,16,16,15,15,16,0,0,0,0,0,0,62008,1152,16469,57344,40960,13313,396,65516,165
6903,15,16,16,17,16,16,16,15,15,16,0,0,0,0,0,0,62042,1161,16466,57600,41728,13057,381,65514,146
6904,15,16,16,17,16,16,16,15,15,16,0,0,0,0,0,0,62025,1121,16477,58368,40448,14337,365,65499,138
6905,15,16,16,17,16,16,16,15,15,16,0,0,0,0,0,0,62038,1106,16475,54272,40960,13825,365,65504,105
6906,16,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,62051,1068,16475,57600,42240,14081,371,65489,98
6907,15,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,62019,1045,16514,56832,40960,12801,356,65498,122
6908,15,16,16,17,16,16,15,16,15,16,0,0,0,0,0,0,62024,1059,16489,57600,39168,12545,370,65489,156
6909,16,16,16,17,16,16,15,16,15,16,0,0,0,0,0,0,62024,1084,16482,57088,41728,13569,382,65483,181
6910,15,16,17,17,16,16,16,16,15,16,0,0,0,0,0,0,62016,1076,16506,57088,42752,15617,390,65505,192
6911,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,62016,1094,16472,57344,40448,13825,413,65498,184
6912,16,16,16,17,16,16,17,16,15,16,0,0,0,0,0,0,62011,1103,16444,57856,41984,14849,415,65492,189
6913,16,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,62030,1096,16414,58624,40192,13569,396,65462,170
6914,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,62016,1100,16463,58880,38400,13825,394,65467,167
6915,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,62022,1087,16485,57856,39936,15361,391,65460,178
6916,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,62052,1099,16543,55296,40960,14337,380,65483,175
6917,16,16,16,17,16,16,17,16,15,16,0,0,0,0,0,0,62071,1129,16516,55808,40448,15361,371,65498,170
6918,15,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,62065,1116,16469,56576,41728,15105,382,65515,158
6919,15,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,62030,1113,16444,55808,40960,14337,378,65526,141
6920,15,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,62039,1119,16407,57600,40704,13057,358,65522,122
6921,16,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,62024,1119,16494,57088,41728,13057,347,65500,130
6922,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,62036,1085,16481,56832,40448,12801,357,65493,124
6923,16,16,15,17,16,16,16,16,15,16,0,0,0,0,0,0,62024,1111,16448,55040,41728,13569,351,65495,134
6924,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,62008,1090,16526,58112,40704,15105,366,65505,150
6925,15,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,61997,1077,16496,56576,40704,14593,374,65493,157
6926,15,16,17,17,16,16,16,16,15,16,0,0,0,0,0,0,62020,1060,16404,56832,40960,14849,395,65493,167
6927,16,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,62019,1061,16468,57344,37888,12289,401,65484,166
6928,15,16,16,15,16,17,16,16,15,16,0,0,0,0,0,0,62046,1051,16486,57600,40192,14081,405,65475,174
6929,15,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,62067,1065,16485,59136,41216,13057,406,65472,190
6930,16,16,16,16,16,16,16,15,15,16,0,0,0,0,0,0,62036,1089,16480,56064,39168,12545,408,65469,203
6931,15,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,62067,1112,16454,57088,40192,12545,416,65497,196
6932,15,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,62063,1121,16455,57344,44032,13825,416,65502,178
6933,15,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,62018,1149,16494,55552,41216,13569,391,65521,162
6934,15,16,16,17,16,16,16,16,16,16,0,0,0,0,0,0,62043,1087,16456,55040,43264,14593,379,65508,151
6935,15,16,16,17,16,16,16,15,15,16,0,0,0,0,0,0,61996,1098,16447,57088,41728,15105,371,65510,130
6936,16,16,16,17,16,16,16,16,15,16,0,0,0,0,0,0,62049,1093,16500,57600,41728,13569,344,65496,119
6937,14,16,16,17,16,17,16,16,15,16,0,0,0,0,0,0,62036,1083,16492,55552,40704,12545,334,65483,102
